episode,reward
0,3.9264422559612626
1,0.2920896416136505
2,2.0130160086518343
3,5.625364942721726
4,0.27126021779169185
5,7.875767166105135
6,7.3824732506383555
7,10.350560781688724
8,3.1101770220844145
9,0.48225170569658893
10,6.746244000212291
11,6.364278573430415
12,6.53118743048657
13,7.413801366804384
14,6.023268263247955
15,6.217739183964945
16,8.54253533225206
17,4.310343986697969
18,4.35950548798108
19,7.655877024487964
20,6.544726590943482
21,6.6971396404264425
22,3.628308324498475
23,2.251888274395498
24,6.302314097747133
25,5.273079455382315
26,6.630965384069788
27,1.9666545543518361
28,0.5347869248456218
29,-0.3010924094459906
30,5.186812293742433
31,3.971316806561244
32,22.07198889804725
33,2.8174999805238734
34,4.8685568619525155
35,0.8364098230388297
36,7.154003163654951
37,0.1981721276523194
38,11.408416769290021
39,4.144445824016349
40,9.032738643844178
41,5.66643465950988
42,7.802358466491445
43,19.299146850278944
44,23.441179940651427
45,6.639622556915464
46,6.676366554113162
47,3.5678732564925677
48,11.306088929288284
49,9.288837317329705
50,1.6904598910550668
51,5.187678977861102
52,9.176120369646316
53,2.2335245153624443
54,7.717513176652314
55,3.729727580597343
56,49.720327663860225
57,5.370222663024952
58,2.180936297769823
59,20.883375861371132
60,5.619754750246504
61,9.496164812148768
62,4.414765450880229
63,7.1587534447847965
64,5.871645235542512
65,16.148209328216318
66,5.137175939863042
67,10.938777246781765
68,1.9110054379191712
69,7.161267617373403
70,10.653130395699701
71,6.024309662047579
72,40.07948022539637
73,29.051594503837652
74,6.688345530293136
75,9.632068253492598
76,10.361547889467172
77,5.489724736674841
78,7.018155315682294
79,20.493721479649174
80,10.84599803636752
81,13.70624186753567
82,8.772807486899959
83,5.8068440039356295
84,24.658097792372825
85,2.0303183863143324
86,13.278343583219966
87,56.81429163725503
88,16.293470954259746
89,28.61337863605519
90,10.523312308956363
91,18.25510167375868
92,57.840987435613556
93,14.724666002122365
94,37.83871148715929
95,27.09494608669745
96,44.17048532303499
97,67.7905138901363
98,6.0308522952057455
99,55.737020336214776
100,1.9281444598197113
101,20.286314399706633
102,51.09793470441311
103,10.477588015518647
104,12.11247283821776
105,5.6055656526545805
106,15.501117691774287
107,22.719011421302664
108,31.08232763711259
109,25.20064925670568
110,118.92116439008466
111,14.202496749824478
112,6.5311031923768565
113,5.812332917722314
114,76.03504333028835
115,8.52710153641064
116,92.51282966813234
117,67.73268493663272
118,35.038378097090245
119,9.355637432909338
120,101.27791133012575
121,63.128373916835244
122,48.92023999386805
123,63.23076374000123
124,66.01831625920224
125,95.96946593936786
126,83.83334011513115
127,24.706989714430122
128,82.63358949101082
129,11.977299612808858
130,75.52759120979557
131,68.13612135327818
132,8.024638667390455
133,3.8593836314483085
134,111.36624291940362
135,25.774861360726685
136,79.02798185940388
137,67.94585018665067
138,113.3041677508694
139,72.96061557038419
140,74.84228484620043
141,69.53881070951988
142,33.66734920759049
143,31.675830076241404
144,61.93540314381932
145,50.19008019582251
146,245.51634198059517
147,188.89895893547643
148,100.84031960396356
149,44.82633762989631
150,72.0257479029354
151,61.515268034995714
152,154.2959631221167
153,76.34731498269367
154,58.00414258080396
155,88.20938483938333
156,41.939203539230434
157,21.537480169857357
158,28.62362727464748
159,84.12352832267543
160,61.05305421680448
161,31.72933804438372
162,13.657732025008166
163,9.934846805200797
164,101.53036964201428
165,96.47654018421387
166,216.9950766182207
167,61.27985381089518
168,58.347392327295786
169,65.02396086770958
170,92.28273769104602
171,65.62198096693784
172,146.5106880918471
173,41.721667064770934
174,77.65521547512911
175,75.7236875011434
176,139.74495400139045
177,79.33257489886842
178,86.8992255327235
179,133.4225832696761
180,96.82313908874345
181,48.599011108841374
182,41.039645238695705
183,44.88560390215146
184,11.483418526420218
185,46.58317492267624
186,80.11296187463715
187,49.45514522105514
188,128.18061674804912
189,15.179757842433073
190,57.76516752687037
191,82.03658437292466
192,13.163996201827768
193,17.94916184119894
194,213.76860521061323
195,23.732160399075397
196,58.412714078086154
197,11.740028527457486
198,75.59923523495863
199,76.12896630420103
