episode,reward
0,-12.847705867440407
1,58.426707886236855
2,12.007221463894796
3,6.410041869638485
4,6.2135775047146184
5,67.74873775804885
6,143.06884337179366
7,182.36006060479684
8,255.58832655409964
9,230.7248868596615
10,131.36596804483074
11,437.2212198748792
12,520.7402768772644
13,390.62078717385134
14,89.47418130528021
15,103.22942113280732
16,101.32693140418714
17,108.6223452882189
18,144.84781712324417
19,142.41201976537573
20,142.42334510273372
21,178.4869986883786
22,759.2890565234713
23,116.5729925704557
24,105.00682658650322
25,109.70385928113792
26,102.59807396525966
27,107.68627498412326
28,107.00425169914556
29,158.80235806969247
30,232.16154596325956
31,136.21148445019972
32,126.67419068799232
33,134.4976064318275
34,147.7126926932804
35,184.27478711309524
36,204.91555911867985
37,207.4085359134824
38,184.97322889121202
39,130.2537017075682
40,185.8663988947989
41,234.75800943324447
42,142.01472459155315
43,135.17316802613044
44,106.64518207049113
45,107.9216593603117
46,110.98312343274236
47,132.47886789760292
48,5.45507937994133
49,4.877342679324928
50,4.121171233899347
51,5.171710227323803
52,8.139443334553969
53,27.937512146441822
54,246.19917280625265
55,143.20708827791577
56,148.66694497084913
57,147.14853438502533
58,136.09772339597518
59,145.13749224215698
60,142.76111154263762
61,145.37364646016997
62,136.8396532054964
63,125.3464096663196
64,137.794358500537
65,248.7646347591708
66,269.39765588866373
67,148.07167785890545
68,142.01852349229014
69,48.533038430056806
70,8.68711767152832
71,14.536593561659648
72,16.255791859738622
73,21.80877230090779
74,45.81769023810834
75,45.66556965575168
76,30.921253116238596
77,24.935492561434774
78,32.363117245997756
79,19.27567720302919
80,17.51543858003683
81,18.298481106973618
82,25.44463869464971
83,29.406931573890972
84,32.84992368003651
85,41.42411335971102
86,60.47776430258253
87,140.86419810542867
88,632.7496752866309
89,290.09096167212056
90,343.6862936359871
91,151.398579923347
92,264.09934745795647
93,298.19117673905237
94,63.075483891056074
95,11.01279761628552
96,9.286045406617239
97,13.899941868748092
98,49.215085466573946
99,239.5781799023619
100,192.8836786274493
101,187.10027365378102
102,204.26774238589806
103,201.1781888036281
104,304.1991871021347
105,11.009579904966063
106,9.199939343349993
107,8.908228329665633
108,8.686973578356247
109,8.734948902530423
110,13.559663899003715
111,257.0094885676134
112,301.4640860117551
113,113.38567596804272
114,192.7105230488239
115,86.45794056247978
116,89.41373123953586
117,15.388558827295528
118,55.71710716187646
119,10.021097243804043
120,15.284916285018518
121,13.314415062856773
122,13.769122634340734
123,24.229603051268914
124,31.16588359826148
125,28.317636004858258
126,34.822448108477786
127,29.724949404390223
128,42.08748353153849
129,28.012042564967786
130,35.48517614955824
131,28.347266995283334
132,27.53160287943548
133,24.01788597871609
134,28.018365298067028
135,24.973020801622898
136,7.305285159875448
137,29.212284039517435
138,25.563916740582137
139,210.04604837332914
140,179.4874979010067
141,176.1930580739154
142,191.58414682743054
143,170.44798684215638
144,169.39140761529066
145,157.72778403954754
146,152.03080938447604
147,162.07693929150082
148,139.61302032364105
149,146.54120032432547
150,151.7036101349565
151,161.7878651343267
152,196.0466437243545
153,179.7219569606768
154,209.2209692174018
155,215.18201526912526
156,250.3871381301815
157,226.45198039881316
158,441.32129837683357
159,48.15389291474131
160,197.56243834419558
161,12.037488356020408
162,36.71649602329391
163,28.15032636433689
164,30.6081979247383
165,166.53427766729544
166,8.787384132059433
167,122.90441774917224
168,142.08794068815172
169,9.219170126630091
170,110.9527243589238
171,112.793133013088
172,100.86499719909372
173,9.19206786711167
174,8.665760624331007
175,26.96496731388654
176,8.225822696458803
177,8.588097634169587
178,15.40350669242456
179,8.683771264034771
180,8.334450966433666
181,176.66891138490502
182,189.12898114138457
183,5.744093945528654
184,61.59841690059007
185,12.978662385911695
186,10.406172029861214
187,7.042957502753433
188,4.9515387871869585
189,3.9257323004997957
190,1.5174186464111203
191,18.302483497260468
192,6.117994511155452
193,3.200260883037882
194,3.6223009335428693
195,5.318578481308506
196,6.4965421661115395
197,5.429209501537157
198,7.15874956753762
199,7.654220710521709
