episode,reward
0,23.225629736547283
1,10.400855352669916
2,6.6397808676833305
3,20.40911243352872
4,7.49202752298333
5,10.52637592275365
6,6.960849810453983
7,19.85262825681837
8,19.46546441536949
9,7.062453019118532
10,26.02225756905173
11,18.85608921476832
12,85.44971210936758
13,60.28009734707659
14,13.57978736556446
15,4.4922997801290805
16,19.64847331288956
17,25.384422165364743
18,8.462362684874979
19,9.74302437188489
20,15.105170904311374
21,175.65171033133234
22,33.012526759775106
23,34.367872051995775
24,118.33977166765082
25,7.531770870425323
26,53.68575308281024
27,33.31344537038836
28,134.35586069850476
29,13.79665019949284
30,3.904600661616215
31,75.49123258521864
32,9.891486145678488
33,82.98844635400486
34,23.82963008772024
35,6.681628578832269
36,73.30626134856338
37,80.08080671724233
38,11.709379293937197
39,4.2068314781806695
40,16.954475486925958
41,7.703230856497159
42,40.77788470209516
43,16.533668100312187
44,52.05527085705739
45,97.0315200755852
46,6.692471917032536
47,68.8959222867769
48,48.21285537520042
49,8.907390862638577
50,75.78542959545267
51,4.57904674686398
52,46.29243048432528
53,64.28114657160017
54,72.69459430272708
55,9.981724000787027
56,29.3438984614814
57,75.92612299953804
58,58.06589753910323
59,70.1387784293066
60,19.226835029459547
61,8.785164923573173
62,47.15743283557524
63,42.89538929798621
64,97.12727594186973
65,39.39421271847323
66,25.73837241752757
67,53.74614469012784
68,28.30949089049989
69,54.05344551605516
70,14.27245725615296
71,76.2418526202018
72,5.007310878005313
73,18.37626689506603
74,53.42694287113753
75,3.3346052049495087
76,53.4880271319626
77,93.1323734575733
78,59.87784712211974
79,43.58001837303067
80,27.48349210798203
81,70.99225527757561
82,-10.0
83,65.64343653420437
84,60.86250714091422
85,54.37038135417659
86,21.341782593536447
87,47.92875457737698
88,47.697764971257584
89,39.0465275960246
90,75.38475939089562
91,10.44934305124768
92,55.711006317814125
93,16.936178882284
94,40.57508868559948
95,71.8346499577979
96,64.48162492247164
97,-10.0
98,52.95672297960618
99,55.59600012699552
100,53.461210935649504
101,-10.0
102,63.14727544827832
103,25.87803316713248
104,45.98389061193176
105,-10.0
106,14.323646487850588
107,81.50231025931953
108,54.54762352253483
109,-10.0
110,-10.0
111,36.94500467570783
112,-10.0
113,23.764573128740096
114,-10.0
115,49.73418661271913
116,45.6232687694006
117,49.731991725250815
118,30.23061080310072
119,31.32330321134033
120,54.650742158113424
121,37.86903712699888
122,13.918133727095633
123,43.04127983181506
124,-10.0
125,25.250853155075426
126,28.28831189495384
127,60.85907112607934
128,47.66748949831662
129,42.57692596464627
130,40.39255007632367
131,-10.0
132,14.907128822102443
133,42.37406687972721
134,-10.0
135,-10.0
136,-10.0
137,-10.0
138,-10.0
139,22.46558715022629
140,-10.0
141,42.47832373608809
142,-10.0
143,35.13428474164178
144,-10.0
145,-10.0
146,39.468593804323966
147,25.351812199930123
148,13.32405843152629
149,42.18520928393434
150,30.97341187682236
151,42.201297169523095
152,42.15080850247364
153,48.88462017749082
154,41.865630591627095
155,51.98030875695399
156,46.40578284339029
157,42.9890521066383
158,38.62327197460141
159,42.22619789125228
160,9.760055728544272
161,45.38206273371992
162,42.24987641631952
163,38.32800219871213
164,42.75200425742066
165,37.5735967911906
166,43.65372280735977
167,77.438067388728
168,43.56248620231781
169,41.42905341962172
170,39.609312631861066
171,97.15709323952902
172,49.53542608588322
173,43.40354012716767
174,48.3405789621151
175,56.10791161788841
176,44.13155771373897
177,47.19983342757143
178,45.67074297999496
179,56.17877653842903
180,45.462003121207445
181,46.66434886720062
182,42.55417952494994
183,48.081479253308906
184,41.03410916917101
185,39.842395423111775
186,47.253216842135465
187,54.38544692014655
188,43.041064008602696
189,42.23534929914081
190,52.00252409268103
191,48.2554986839782
192,44.90388354405879
193,50.35580396206205
194,53.63196095017173
195,42.473519722303536
196,48.755304464026885
197,55.1474580064058
198,41.33974784032896
199,55.12951287409648
