episode,reward
0,62.716952707446346
1,34.770998247078694
2,25.671625701374587
3,35.43049366648623
4,35.55773119253947
5,25.72485477361089
6,44.57194796914264
7,72.78974873132462
8,25.95972558020278
9,54.09311836126299
10,35.068596321468156
11,16.90817976926799
12,35.063087005412115
13,44.21754988120421
14,34.885380299985556
15,35.29130736365143
16,25.119447268012937
17,25.139451128804946
18,16.93874497909413
19,44.229897394906686
20,35.34870234837669
21,25.344595388779357
22,25.830860914215638
23,26.028925812119144
24,35.242490761886145
25,35.47836827369182
26,44.24350268200516
27,44.27127867276464
28,25.716106145668384
29,53.380919508358105
30,53.66084136768612
31,25.40263321132465
32,25.642698654017213
33,16.897667766635983
34,53.38846887497487
35,81.65038669920365
36,25.55564088132267
37,35.236880744914494
38,25.673071533218902
39,35.42901918814561
40,53.48021612513317
41,53.655416061392195
42,53.69515847516115
43,25.441883819923152
44,44.5146074337745
45,53.22449196499383
46,44.13974001599961
47,25.51000297648347
48,53.80156087115644
49,35.31815938170238
50,25.55582361160311
51,35.3237071674404
52,16.91082368676969
53,62.445235885954474
54,25.849736753701407
55,53.736943615988125
56,25.66261690217476
57,34.95508651900252
58,25.454282187353947
59,25.69165197557592
60,44.72092320887577
61,44.29425958995403
62,25.589659102915864
63,25.62642227126296
64,62.737207171927366
65,16.87356421617922
66,25.396309452221576
67,35.16981787100694
68,25.45820136768939
69,53.39254989525817
70,53.97823575016986
71,44.49299515641833
72,25.653647169399125
73,54.1705108228152
74,72.70034708330451
75,25.87296675545831
76,25.746833799556722
77,35.298663714794046
78,16.864684738466455
79,25.91385633214813
80,25.281733243638477
81,35.212545153888584
82,89.60537756539551
83,63.424995966101996
84,25.827954837019135
85,63.04189149042123
86,16.974752638934767
87,44.92666534653631
88,25.577977043751986
89,35.56127265913636
90,100.31193473490768
91,25.438728672152955
92,44.956963204822436
93,25.50675921235013
94,100.60770977379669
95,72.07167497053631
96,25.7001136840109
97,44.137438395930346
98,44.66796604306827
99,53.9061070998802
100,62.508095790682674
101,44.42606439336644
102,62.9416574410711
103,25.523199008128948
104,25.53024685755605
105,44.350666873716904
106,62.84482593971375
107,71.86031039540855
108,53.51329432935776
109,53.67198792915783
110,44.20258618885343
111,44.29188652986648
112,34.535276576179136
113,54.01306719376387
114,35.32682622694488
115,35.54015673614062
116,25.730961782606617
117,90.770393626332
118,118.60922281294343
119,16.964178680665064
120,53.70122508182827
121,53.30206342204336
122,72.6585862709693
123,53.80931592332938
124,35.27909888514154
125,44.31035731623897
126,100.52351461075484
127,44.63472176945495
128,81.94736961342205
129,62.92379714544295
130,90.72743929707696
131,53.259227627065385
132,90.79234929437155
133,63.133640764082145
134,62.829776730335766
135,44.27910494254772
136,34.73925177591717
137,81.34453396876613
138,82.10700901250695
139,44.04550914507868
140,25.874442024255856
141,128.48250704745382
142,72.55184701235638
143,25.615281125644202
144,44.49990946637851
145,44.14507779066719
146,35.25962046394484
147,44.38331642240095
148,43.45977603400874
149,44.59491465419083
150,63.35541881291204
151,35.30233861546555
152,44.54585875158814
153,35.47971381253986
154,25.530046028935935
155,72.59421997218465
156,72.31034886142866
157,72.43567662318237
158,35.61748018202138
159,25.73479627811307
160,34.825659335827545
161,62.64366418336682
162,34.73607681401698
163,44.633558699252454
164,53.276478923244525
165,91.29653764079202
166,62.889511564951256
167,62.794017262910366
168,44.53923826652787
169,53.650054698525736
170,44.20700848540539
171,35.1198564472625
172,25.565792327928826
173,63.579324482888396
174,99.81359278422788
175,35.19710494994528
176,35.21593357242767
177,25.645631755341817
178,34.787380719071926
179,35.38572900044899
180,44.32480730258424
181,53.98234409579699
182,62.99913810632016
183,44.36505390851129
184,26.075413107556653
185,73.09810816119544
186,53.899675862759295
187,45.032960378684216
188,72.49464831835265
189,63.212380380756684
190,44.36858580015455
191,53.68524996227611
192,35.28637952425746
193,26.08725893495154
194,53.87170616258431
195,35.474119649152684
196,34.898328616039464
197,90.89409578353506
198,72.4443952954639
199,62.99139850267085
